"title","authors","issue","abstract","year","vol","no","start_page","end_page","pages"
"项目间语义可整合性对联结再认的影响 ——来自ERPs研究证据","律原1,2;梁九清3;郭春彦1","本期目录 过刊浏览 高级检索 NA","本研究使用ERPs技术, 探讨项目间语义可整合性对联结再认影响的神经机制。学习阶段, 让被试学习两类材料, 一类是可整合程度高的成语图片对, 即成语条件; 另一类是可整合程度低的非成语图片对, 即非成语条件。测验阶段, 让被试进行联结再认判断, 判断屏幕上呈现的图片对为“旧”、“重组”还是“新”。行为结果发现：成语条件比非成语条件有更好的联结记忆成绩。ERPs结果发现：测验阶段, 在刺激呈现后约200 ms, 无论是成语条件还是非成语条件, 均出现“新/旧效应”, 持续到800 ms, 并且成语条件比非成语条件有更广泛的分布; 对于成语条件, 刺激呈现后400~800 ms出现“旧/重组效应”, 而非成语任何时段均没有出现这种“旧/重组效应”; 对于“旧”和“重组”两种反应, 刺激呈现后约200 ms开始, 成语条件引起的ERPs比非成语条件更正; 对于“新”反应, 两者无显著差异。由此可以推知, 提高项目间的语义可整合程度可以促进联结记忆效率, 提高了熟悉性和回忆在联结再认中的作用, 此外, 在联结再认过程中200~400 ms时间段为项目提取阶段, 而400~800 ms时间段为项目间关系的提取阶段, 改变项目间语义可整合性只会影响对项目间关系的提取。",NA,NA,NA,NA,NA,NA
"熟练粤-普双言者的双言认知控制机制 ——来自双任务切换范式的行为研究证据","刘晓瑜;何朝丹;陈俊;邓沁丽","本期目录 过刊浏览 高级检索 NA","实验采用双任务切换范式, 考察熟练粤-普双言被试在简单情境和混合情境下任务切换和语码切换的代价模式。实验1在语音相似条件下, 考察了粤-普双言者语码切换代价与任务切换代价; 实验2在语音不相似条件下, 探讨粤-普双言者语码切换代价与任务切换代价。结果发现, 不同语音条件下, 熟练粤语-普通话双言者出现对称的语码切换代价, 切换过程受到语音相似性的影响, 但是语码切换代价却没有受到影响, 支持了特定语言选择假设。无论在何种语音条件下, 任务切换代价模式和语码切换代价模式都是一致的, 出现对称的切换代价, 但两种切换代价相关不显著。从定性和定量结果来看, 双言认知控制机制与一般认知控制机制有密切关系, 但双言认知控制机制不完全附属于一般认知控制机制, 双言认知控制机制可能存在一部分加工独立于一般认知控制。",NA,NA,NA,NA,NA,NA
"青少年的创伤暴露程度与创伤后应激障碍的关系 ——核心信念挑战、主观害怕程度和侵入性反刍的作用","周宵1;伍新春1;袁晓娇2;陈杰灵1;陈秋燕2","本期目录 过刊浏览 高级检索 NA","采用创伤暴露程度问卷、核心信念量表、主观害怕程度问卷、反刍问卷和创伤后应激障碍问卷, 以雅安地震6个月后的310名中学生为被试, 考察其创伤暴露程度、核心信念挑战、主观害怕程度、侵入性反刍与创伤后应激障碍之间的关系。结果发现, 雅安地震6个月后青少年的创伤后应激障碍的发生率及整体水平较低, 其中男生水平低于女生, 高一年级学生水平相对高于初一、初二和高二年学生。结构方程模型的结果显示, 创伤暴露程度可以通过核心信念挑战对创伤后应激障碍起正向预测作用, 也可以通过核心信念挑战经侵入性反刍的多重中介来正向预测创伤后应激障碍; 创伤暴露程度还可以通过主观害怕程度经侵入性反刍的多重中介来正向预测创伤后应激障碍。但是创伤暴露程度不能直接通过侵入性反刍预测创伤后应激障碍, 也不能通过主观害怕程度直接预测创伤后应激障碍。",NA,NA,NA,NA,NA,NA
"中国农民工心理健康水平变迁的横断历史研究：1995~2011","黄四林1;侯佳伟2;张梅1;辛自强1;张红川1;孙铃1;窦东徽1","本期目录 过刊浏览 高级检索 NA","为探索中国农民工心理健康水平随年代的变迁, 运用横断历史研究方法, 对1995至2011年70篇采用90项症状自评量表(SCL-90)的调查数据进行分析, 以考察46485名被试在所测心理问题的9个因子上得分随年代的变化趋势。结果发现：(1) SCL-90各因子均值与年代之间呈负相关, 年代可以解释9个因子1%至31%的变异; 17年来9因子均值下降范围在1%至39%之间, 其中人际关系、抑郁、焦虑、敌对、恐怖和偏执六个方面改善效果最为突出, 得分降幅均在12%以上。这说明17年来中国农民工心理健康总体水平在逐步提升。(2) 存在明显的亚群体差异：东部地区农民工心理健康水平比其他地区改善的更为全面; 从事制造业农民工的心理健康水平明显提升了, 而建筑业的无变化; 青年农民工心理健康水平在下降, 敌对和焦虑两方面尤其突出; 男性农民工的心理健康水平下降了, 而女性却提高了。",NA,NA,NA,NA,NA,NA
"暴力犯的疼痛共情更低：来自ERP的证据","高雪梅;翁蕾;周群;赵偲;李芳","本期目录 过刊浏览 高级检索 NA","疼痛共情是共情最典型的表现形式, 是指个体对他人疼痛的感知、判断和情绪反应。共情能力的缺失可能导致个体产生退缩、冷漠及攻击行为。本研究采用事件相关电位技术(ERP), 以疼痛和非疼痛图片为实验材料, 对暴力犯的疼痛共情水平进行了考察, 结果发现：暴力犯和普通群体在观看疼痛和非疼痛图片时ERP波形差异显著, 暴力犯观看疼痛图片时, N110、P2的潜伏期更长, P2的波幅更高、P300的波幅更低, 说明与普通群体相比, 暴力犯的疼痛共情水平较低。",NA,NA,NA,NA,NA,NA
"刻板印象激活的无意图性及其大脑神经活动特征","杨亚平1,2;王沛2;尹志慧2;陈庆伟3;冯夏影2","本期目录 过刊浏览 高级检索 NA","采用启动Stroop范式, 对刻板印象激活的无意图性及其大脑神经活动特征进行了探讨。操纵了启动和“无启动”条件以及与启动所激活的刻板印象一致、冲突和无关的3类靶子词, 记录了36名大学生被试对靶子词进行颜色判别的行为反应和脑电图(EEG, electroencephalogram)。结果发现：(1)“无启动”条件下对3类靶子的反应时基本一致; 启动条件下对一致靶子做出颜色判别的反应时显著快于对冲突靶子的, 对无关靶子的反应时介于两者之间。(2)“无启动”条件下无关靶子诱发的N400波幅最大——显著大于一致和冲突靶子诱发的, 后两者诱发的N400无差异; 启动条件下一致靶子诱发的N400波幅显著小于冲突和无关靶子诱发的N400波幅, 无关靶子诱发的N400波幅也小于冲突靶子诱发的N400波幅。这表明刻板印象激活是一个发生在知觉后加工阶段的具有无意图性的自动化加工过程, 刻板印象激活效应具有抑制冲突信息加工同时促进一致信息加工的“双刃剑”模式, N400可以作为考察这一认知过程特征的电生理学指标。",NA,NA,NA,NA,NA,NA
"记忆的生存加工优势是自然选择的结果：来自跨年龄比较和繁衍情境的证据","唐卫海1;谢斯1;刘玉霞1,2;白学军1,3;刘希平1","本期目录 过刊浏览 高级检索 NA","本研究考查生存加工优势效应的自然选择理论解释是否可行。实验1选取8岁、10岁、12岁、21岁和64岁年龄组个体为被试, 考查了生存加工优势在各年龄组的表现。实验2通过比较繁衍情境(择偶、怀孕和抚育)与生存、自我联想情境的回忆成绩, 考查了繁衍加工的记忆优势。结果发现：(1)不同年龄组个体均表现出生存加工优势效应, 但生存优势效应量是否存在年龄差异还需进一步验证; (2)择偶和抚育情境表现出繁衍加工优势。这一结果支持了生存加工优势效应的自然选择理论。",NA,NA,NA,NA,NA,NA
"权力概念与空间大小：具身隐喻的视角","唐佩佩;叶浩生;杜建政","本期目录 过刊浏览 高级检索 NA","通过3个实验考察权力概念的空间大小隐喻效应。实验1采用Stroop经典实验范式的变式, 考察了权力概念与空间大小维度具身的内隐关系; 实验2采用社会情境实验范式, 确认了在社会情境模式下, 空间大小对权力概念加工的影响; 实验3通过概念启动和知觉判断任务, 证实了抽象权力概念的加工对空间大小知觉的影响。通过研究得出以下主要结论：(1)权力与空间大小之间存在隐喻关系, 权力强的被知觉为空间上大的, 而权力弱的则被知觉为空间上小的。(2)权力空间大小隐喻效应具有双向性, 空间大小会影响权力概念的加工, 权力概念的加工也会影响到空间大小的知觉。",NA,NA,NA,NA,NA,NA
"“时间折扣”还是“单维占优”？ ——跨期决策的心理机制","刘洪志1,2;江程铭3;饶俪琳1;李纾1","本期目录 过刊浏览 高级检索 NA","为探索跨期决策的心理机制, 本研究利用加工分离程序范式, 检验了跨期决策过程的主导策略究竟是分析系统的时间折扣策略还是启发式系统的单维占优策略。3个实验分别操纵了决策目标、认知负荷和策略启动因素, 实验结果一致性地发现：能够影响分析系统策略的决策目标和策略启动因素没有导致分析系统策略贡献率的变化, 能够影响启发式系统策略的认知负荷和策略启动因素导致了启发式系统策略贡献率的变化。研究结果支持启发式系统的单维占优策略在跨期决策中起作用的假设, 但不支持分析系统的时间折扣策略起作用的假设。本研究或能加深人们对跨期决策心理机制的理解, 并为建立、健全与跨期决策相关的政策、法律、法规提供理论支持和帮助。",NA,NA,NA,NA,NA,NA
"知识异质性对知识型团队创造力的影响机制：基于互动认知的视角","吕洁1;张钢2","本期目录 过刊浏览 高级检索 NA","知识型团队的创造力不仅受到团队知识异质性和成员创造力的影响, 同时还取决于团队成员之间的认知互动过程。通过391份知识型团队的领导与成员的配对问卷调查, 从互动认知的视角, 采用多层线性模型分析了认知冲突和任务知识协调对知识异质性与团队及其成员创造力之间关系的影响。研究结果表明, 认知冲突在知识异质性和团队及其成员创造力之间有着显著的中介作用; 任务知识协调则调节了知识异质性对团队及其成员创造力的影响。当任务知识协调水平高时, 知识异质性与团队及其成员的创造力之间的关系均正向显著; 当任务知识协调水平低时, 知识异质性与团队创造力之间呈倒U型关系, 但与个体成员创造力之间的关系并不显著。",NA,NA,NA,NA,NA,NA
"团队成员地位与知识分享行为：基于动机的视角","胡琼晶1;谢小云2","本期目录 过刊浏览 高级检索 NA","本文基于动机的视角, 详细讨论了在团队合作情境下不同地位的个体所具有的双重动机以及团队成员地位与个体知识分享行为之间的关系。通过2(个人地位：高vs. 低) × 2(地位稳定性：稳定vs. 不稳定)的实验研究(n = 113), 本文发现在团队内地位差异稳定的情况下, 高地位成员会比低地位成员表现出更多的知识分享行为; 在团队内地位差异不稳定的情况下, 低地位成员会比高地位成员更愿意分享知识。并且对于高地位成员而言, 相比团队内地位差异稳定的情况, 在团队内地位差异不稳定的情况下其知识分享行为显著减少。此外本研究还发现, 地位关心作为一种与地位动机紧密相关的个体特征也会对个体的知识分享行为产生影响。具体来说, 在团队内地位差异稳定的情况下, 地位关心与个体地位存在交互作用, 对于低地位成员, 其地位关心水平越高团队内知识分享行为越少。最后, 探讨了本文的理论意义及实践启示。",NA,NA,NA,NA,NA,NA
"评论效价、新产品类型与调节定向对在线评论有用性的影响","杜晓梦1;赵占波2;崔晓2","本期目录 过刊浏览 高级检索 NA","对于新产品推出的成功与否, 较早采用者的评论和建议的影响相当巨大, 本研究通过两个实验研究评论效价(正面评论/负面评论)、新产品类型(渐进性新产品/革新性新产品)和调节定向(促进定向/防御定向)对新产品在线评论有用性的影响。实验1设计为2(新产品类型：渐进性新产品/革新性新产品)×2(评论效价：正面/负面)的组间操控设计, 结果表明：相对于渐进性新产品, 负面评论对革新性新产品的有用性更高, 正面评论对渐进性新产品和革新性新产品的有用性差异不显著。实验2设计为2(新产品类型：渐进性新产品/革新性新产品)×2(评论效价：正面/负面)×2(调节定向：促进/防御)的组间操控设计, 结果表明：促进定向的个体认为正负面评论有用性差异不大, 而防御定向的个体认为负面评论有用性显著高于正面评论; 对于促进定向的个体来说, 新产品类型对于评论效价对评论有用性的影响有调节作用, 而对于促进定向的个体来说, 新产品类型的这种调节作用则不存在。",NA,NA,NA,NA,NA,NA
"项目间语义可整合性对联结再认的影响 ——来自ERPs研究证据","律原1,2;梁九清3;郭春彦1","本期目录 过刊浏览 高级检索 NA","本研究使用ERPs技术, 探讨项目间语义可整合性对联结再认影响的神经机制。学习阶段, 让被试学习两类材料, 一类是可整合程度高的成语图片对, 即成语条件; 另一类是可整合程度低的非成语图片对, 即非成语条件。测验阶段, 让被试进行联结再认判断, 判断屏幕上呈现的图片对为“旧”、“重组”还是“新”。行为结果发现：成语条件比非成语条件有更好的联结记忆成绩。ERPs结果发现：测验阶段, 在刺激呈现后约200 ms, 无论是成语条件还是非成语条件, 均出现“新/旧效应”, 持续到800 ms, 并且成语条件比非成语条件有更广泛的分布; 对于成语条件, 刺激呈现后400~800 ms出现“旧/重组效应”, 而非成语任何时段均没有出现这种“旧/重组效应”; 对于“旧”和“重组”两种反应, 刺激呈现后约200 ms开始, 成语条件引起的ERPs比非成语条件更正; 对于“新”反应, 两者无显著差异。由此可以推知, 提高项目间的语义可整合程度可以促进联结记忆效率, 提高了熟悉性和回忆在联结再认中的作用, 此外, 在联结再认过程中200~400 ms时间段为项目提取阶段, 而400~800 ms时间段为项目间关系的提取阶段, 改变项目间语义可整合性只会影响对项目间关系的提取。",NA,NA,NA,NA,NA,NA
"熟练粤-普双言者的双言认知控制机制 ——来自双任务切换范式的行为研究证据","刘晓瑜;何朝丹;陈俊;邓沁丽","本期目录 过刊浏览 高级检索 NA","实验采用双任务切换范式, 考察熟练粤-普双言被试在简单情境和混合情境下任务切换和语码切换的代价模式。实验1在语音相似条件下, 考察了粤-普双言者语码切换代价与任务切换代价; 实验2在语音不相似条件下, 探讨粤-普双言者语码切换代价与任务切换代价。结果发现, 不同语音条件下, 熟练粤语-普通话双言者出现对称的语码切换代价, 切换过程受到语音相似性的影响, 但是语码切换代价却没有受到影响, 支持了特定语言选择假设。无论在何种语音条件下, 任务切换代价模式和语码切换代价模式都是一致的, 出现对称的切换代价, 但两种切换代价相关不显著。从定性和定量结果来看, 双言认知控制机制与一般认知控制机制有密切关系, 但双言认知控制机制不完全附属于一般认知控制机制, 双言认知控制机制可能存在一部分加工独立于一般认知控制。",NA,NA,NA,NA,NA,NA
"青少年的创伤暴露程度与创伤后应激障碍的关系 ——核心信念挑战、主观害怕程度和侵入性反刍的作用","周宵1;伍新春1;袁晓娇2;陈杰灵1;陈秋燕2","本期目录 过刊浏览 高级检索 NA","采用创伤暴露程度问卷、核心信念量表、主观害怕程度问卷、反刍问卷和创伤后应激障碍问卷, 以雅安地震6个月后的310名中学生为被试, 考察其创伤暴露程度、核心信念挑战、主观害怕程度、侵入性反刍与创伤后应激障碍之间的关系。结果发现, 雅安地震6个月后青少年的创伤后应激障碍的发生率及整体水平较低, 其中男生水平低于女生, 高一年级学生水平相对高于初一、初二和高二年学生。结构方程模型的结果显示, 创伤暴露程度可以通过核心信念挑战对创伤后应激障碍起正向预测作用, 也可以通过核心信念挑战经侵入性反刍的多重中介来正向预测创伤后应激障碍; 创伤暴露程度还可以通过主观害怕程度经侵入性反刍的多重中介来正向预测创伤后应激障碍。但是创伤暴露程度不能直接通过侵入性反刍预测创伤后应激障碍, 也不能通过主观害怕程度直接预测创伤后应激障碍。",NA,NA,NA,NA,NA,NA
"中国农民工心理健康水平变迁的横断历史研究：1995~2011","黄四林1;侯佳伟2;张梅1;辛自强1;张红川1;孙铃1;窦东徽1","本期目录 过刊浏览 高级检索 NA","为探索中国农民工心理健康水平随年代的变迁, 运用横断历史研究方法, 对1995至2011年70篇采用90项症状自评量表(SCL-90)的调查数据进行分析, 以考察46485名被试在所测心理问题的9个因子上得分随年代的变化趋势。结果发现：(1) SCL-90各因子均值与年代之间呈负相关, 年代可以解释9个因子1%至31%的变异; 17年来9因子均值下降范围在1%至39%之间, 其中人际关系、抑郁、焦虑、敌对、恐怖和偏执六个方面改善效果最为突出, 得分降幅均在12%以上。这说明17年来中国农民工心理健康总体水平在逐步提升。(2) 存在明显的亚群体差异：东部地区农民工心理健康水平比其他地区改善的更为全面; 从事制造业农民工的心理健康水平明显提升了, 而建筑业的无变化; 青年农民工心理健康水平在下降, 敌对和焦虑两方面尤其突出; 男性农民工的心理健康水平下降了, 而女性却提高了。",NA,NA,NA,NA,NA,NA
"暴力犯的疼痛共情更低：来自ERP的证据","高雪梅;翁蕾;周群;赵偲;李芳","本期目录 过刊浏览 高级检索 NA","疼痛共情是共情最典型的表现形式, 是指个体对他人疼痛的感知、判断和情绪反应。共情能力的缺失可能导致个体产生退缩、冷漠及攻击行为。本研究采用事件相关电位技术(ERP), 以疼痛和非疼痛图片为实验材料, 对暴力犯的疼痛共情水平进行了考察, 结果发现：暴力犯和普通群体在观看疼痛和非疼痛图片时ERP波形差异显著, 暴力犯观看疼痛图片时, N110、P2的潜伏期更长, P2的波幅更高、P300的波幅更低, 说明与普通群体相比, 暴力犯的疼痛共情水平较低。",NA,NA,NA,NA,NA,NA
"刻板印象激活的无意图性及其大脑神经活动特征","杨亚平1,2;王沛2;尹志慧2;陈庆伟3;冯夏影2","本期目录 过刊浏览 高级检索 NA","采用启动Stroop范式, 对刻板印象激活的无意图性及其大脑神经活动特征进行了探讨。操纵了启动和“无启动”条件以及与启动所激活的刻板印象一致、冲突和无关的3类靶子词, 记录了36名大学生被试对靶子词进行颜色判别的行为反应和脑电图(EEG, electroencephalogram)。结果发现：(1)“无启动”条件下对3类靶子的反应时基本一致; 启动条件下对一致靶子做出颜色判别的反应时显著快于对冲突靶子的, 对无关靶子的反应时介于两者之间。(2)“无启动”条件下无关靶子诱发的N400波幅最大——显著大于一致和冲突靶子诱发的, 后两者诱发的N400无差异; 启动条件下一致靶子诱发的N400波幅显著小于冲突和无关靶子诱发的N400波幅, 无关靶子诱发的N400波幅也小于冲突靶子诱发的N400波幅。这表明刻板印象激活是一个发生在知觉后加工阶段的具有无意图性的自动化加工过程, 刻板印象激活效应具有抑制冲突信息加工同时促进一致信息加工的“双刃剑”模式, N400可以作为考察这一认知过程特征的电生理学指标。",NA,NA,NA,NA,NA,NA
"记忆的生存加工优势是自然选择的结果：来自跨年龄比较和繁衍情境的证据","唐卫海1;谢斯1;刘玉霞1,2;白学军1,3;刘希平1","本期目录 过刊浏览 高级检索 NA","本研究考查生存加工优势效应的自然选择理论解释是否可行。实验1选取8岁、10岁、12岁、21岁和64岁年龄组个体为被试, 考查了生存加工优势在各年龄组的表现。实验2通过比较繁衍情境(择偶、怀孕和抚育)与生存、自我联想情境的回忆成绩, 考查了繁衍加工的记忆优势。结果发现：(1)不同年龄组个体均表现出生存加工优势效应, 但生存优势效应量是否存在年龄差异还需进一步验证; (2)择偶和抚育情境表现出繁衍加工优势。这一结果支持了生存加工优势效应的自然选择理论。",NA,NA,NA,NA,NA,NA
"权力概念与空间大小：具身隐喻的视角","唐佩佩;叶浩生;杜建政","本期目录 过刊浏览 高级检索 NA","通过3个实验考察权力概念的空间大小隐喻效应。实验1采用Stroop经典实验范式的变式, 考察了权力概念与空间大小维度具身的内隐关系; 实验2采用社会情境实验范式, 确认了在社会情境模式下, 空间大小对权力概念加工的影响; 实验3通过概念启动和知觉判断任务, 证实了抽象权力概念的加工对空间大小知觉的影响。通过研究得出以下主要结论：(1)权力与空间大小之间存在隐喻关系, 权力强的被知觉为空间上大的, 而权力弱的则被知觉为空间上小的。(2)权力空间大小隐喻效应具有双向性, 空间大小会影响权力概念的加工, 权力概念的加工也会影响到空间大小的知觉。",NA,NA,NA,NA,NA,NA
"“时间折扣”还是“单维占优”？ ——跨期决策的心理机制","刘洪志1,2;江程铭3;饶俪琳1;李纾1","本期目录 过刊浏览 高级检索 NA","为探索跨期决策的心理机制, 本研究利用加工分离程序范式, 检验了跨期决策过程的主导策略究竟是分析系统的时间折扣策略还是启发式系统的单维占优策略。3个实验分别操纵了决策目标、认知负荷和策略启动因素, 实验结果一致性地发现：能够影响分析系统策略的决策目标和策略启动因素没有导致分析系统策略贡献率的变化, 能够影响启发式系统策略的认知负荷和策略启动因素导致了启发式系统策略贡献率的变化。研究结果支持启发式系统的单维占优策略在跨期决策中起作用的假设, 但不支持分析系统的时间折扣策略起作用的假设。本研究或能加深人们对跨期决策心理机制的理解, 并为建立、健全与跨期决策相关的政策、法律、法规提供理论支持和帮助。",NA,NA,NA,NA,NA,NA
"知识异质性对知识型团队创造力的影响机制：基于互动认知的视角","吕洁1;张钢2","本期目录 过刊浏览 高级检索 NA","知识型团队的创造力不仅受到团队知识异质性和成员创造力的影响, 同时还取决于团队成员之间的认知互动过程。通过391份知识型团队的领导与成员的配对问卷调查, 从互动认知的视角, 采用多层线性模型分析了认知冲突和任务知识协调对知识异质性与团队及其成员创造力之间关系的影响。研究结果表明, 认知冲突在知识异质性和团队及其成员创造力之间有着显著的中介作用; 任务知识协调则调节了知识异质性对团队及其成员创造力的影响。当任务知识协调水平高时, 知识异质性与团队及其成员的创造力之间的关系均正向显著; 当任务知识协调水平低时, 知识异质性与团队创造力之间呈倒U型关系, 但与个体成员创造力之间的关系并不显著。",NA,NA,NA,NA,NA,NA
"团队成员地位与知识分享行为：基于动机的视角","胡琼晶1;谢小云2","本期目录 过刊浏览 高级检索 NA","本文基于动机的视角, 详细讨论了在团队合作情境下不同地位的个体所具有的双重动机以及团队成员地位与个体知识分享行为之间的关系。通过2(个人地位：高vs. 低) × 2(地位稳定性：稳定vs. 不稳定)的实验研究(n = 113), 本文发现在团队内地位差异稳定的情况下, 高地位成员会比低地位成员表现出更多的知识分享行为; 在团队内地位差异不稳定的情况下, 低地位成员会比高地位成员更愿意分享知识。并且对于高地位成员而言, 相比团队内地位差异稳定的情况, 在团队内地位差异不稳定的情况下其知识分享行为显著减少。此外本研究还发现, 地位关心作为一种与地位动机紧密相关的个体特征也会对个体的知识分享行为产生影响。具体来说, 在团队内地位差异稳定的情况下, 地位关心与个体地位存在交互作用, 对于低地位成员, 其地位关心水平越高团队内知识分享行为越少。最后, 探讨了本文的理论意义及实践启示。",NA,NA,NA,NA,NA,NA
"评论效价、新产品类型与调节定向对在线评论有用性的影响","杜晓梦1;赵占波2;崔晓2","本期目录 过刊浏览 高级检索 NA","对于新产品推出的成功与否, 较早采用者的评论和建议的影响相当巨大, 本研究通过两个实验研究评论效价(正面评论/负面评论)、新产品类型(渐进性新产品/革新性新产品)和调节定向(促进定向/防御定向)对新产品在线评论有用性的影响。实验1设计为2(新产品类型：渐进性新产品/革新性新产品)×2(评论效价：正面/负面)的组间操控设计, 结果表明：相对于渐进性新产品, 负面评论对革新性新产品的有用性更高, 正面评论对渐进性新产品和革新性新产品的有用性差异不显著。实验2设计为2(新产品类型：渐进性新产品/革新性新产品)×2(评论效价：正面/负面)×2(调节定向：促进/防御)的组间操控设计, 结果表明：促进定向的个体认为正负面评论有用性差异不大, 而防御定向的个体认为负面评论有用性显著高于正面评论; 对于促进定向的个体来说, 新产品类型对于评论效价对评论有用性的影响有调节作用, 而对于促进定向的个体来说, 新产品类型的这种调节作用则不存在。",NA,NA,NA,NA,NA,NA
"语言标签和自我关联对新颖客体类别知觉的影响","刘思耘;孟健欣","本期目录 过刊浏览 高级检索 NA","类别知觉(Categorical perception)是人类最基本的认知活动之一, 探讨语言对类别知觉的影响是心理语言学领域的热门话题之一。在这个研究的3个实验中, 分别在高、低不同的语言标签表征强度下、高、低不同的客体自我关联程度下观察新颖客体类别知觉的过程。研究发现, 语言标签表征程度的增强可促进新颖客体类别知觉的右视野优势效应; 客体与自我关联程度的提高会促进左、右视野的类别知觉效应; 语言标签的表征程度和客体与自我关联程度同时增强时, 语言标签的作用依旧表现出来, 但与自我关联的影响产生权衡分配, 且其影响力并不足以产生右视野优势效应。",NA,NA,NA,NA,NA,NA
"中文读者词汇视觉信息获取速度的发展 ——来自消失文本的证据","闫国利1,2,3;刘妮娜1,2,3;梁菲菲3;刘志方4;白学军1,2,3","本期目录 过刊浏览 高级检索 NA","通过消失文本范式操纵注视词的呈现时间, 记录儿童(10~12岁)与成人(18~23岁)阅读消失文本和正常文本时的眼动行为, 考察中文阅读中读者获取文本视觉信息速度的发展变化。结果发现：在40 ms及更长的文本呈现条件下, 儿童与成人的阅读理解率和总阅读时间均不受显著的干扰, 表明中文读者在非常短暂的文本呈现时间内能够快速地获取阅读所必需的文本视觉信息。然而, 儿童受到消失文本操作更大的影响, 表现为：儿童比成人采用更多回视进行信息的再次提取、再注视概率也较成人减少更多、同时当文本呈现时间不足时(20 ms), 儿童需要增加更多的总阅读时间来完成阅读活动, 表明阅读机能较低的儿童比成人需要更长的文本呈现时间。本研究也说明, 儿童在阅读时认知加工速度比熟练读者慢, 除了表现在信息获取的空间范围, 还在一定程度上表现在视觉信息获取的速度方面, 与拼音文字研究中所发现的结果不完全一致。",NA,NA,NA,NA,NA,NA
"汉语口语产生中音节和音段的促进和抑制效应","岳源1;张清芳1,2","本期目录 过刊浏览 高级检索 NA","采用图画-词汇干扰实验范式, 通过比较即时命名、延迟命名以及延迟命名与发音抑制任务的结合, 考察了汉语口语产生中音节和音段在单词形式编码的不同阶段所产生的效应。与无关条件相比, 在包含音韵编码、语音编码和发音阶段的即时命名任务中, 音节相关和音段相关条件显著地缩短了图画命名时间, 表现出音节和音段促进效应; 在包含发音阶段的延迟命名任务中, 音节相关和音段相关条件显著地延长了图画命名的时间, 表现出音节和音段抑制效应; 在包含语音编码和发音阶段的延迟命名和发音抑制结合的任务中, 音段相关条件显著地延长了图画命名时间, 表现出音段抑制效应。结果表明, 音节和音段的促进效应发生在汉语口语词汇产生中的音韵编码阶段, 音节和音段的抑制效应可能发生在语音编码或者发音阶段。效果量(Cohen d)的分析表明音节的促进效应强, 而音段的促进效应弱, 音节是音韵编码过程的合适单元, 为合适单元假设提供了支持证据。与音节相比, 音段在语音编码和发音阶段的效应量较大, 表明音段在运动执行过程中可能起了相对重要的作用, 支持了口语产生中词汇表征准备阶段与运动阶段分离的观点。",NA,NA,NA,NA,NA,NA
"言语产生老化中的抑制损伤：来自不同任务的证据","陈栩茜1;张积家2;朱云霞3","本期目录 过刊浏览 高级检索 NA","通过3个实验, 探讨干扰抑制在言语产生老化中的作用。实验1采用经典Stroop任务, 发现老年人在高水平的、自动的语义激活时产生了更大的抑制困难。实验2操纵潜在竞争词的语义激活水平, 发现在潜在竞争词处于低水平的语义激活时, 老年人的抑制能力与年轻人相当; 在潜在竞争词处于高水平的语义激活时, 老年人表现出抑制能力的劣势。实验3采用造句任务, 发现老年人在抑制角色冲突时存在着较大的困难, 老年人在顺序不一致的条件下的造句成绩显著差于年轻人。整个研究表明, 老年人在言语产生中的抑制能力差于年轻人, 但抑制老化效应受潜在干扰刺激的激活水平影响。",NA,NA,NA,NA,NA,NA
"非条件刺激降低再评估对条件性恐惧消退的影响","杜娟;曾祥星;郑希付;庄楚群","本期目录 过刊浏览 高级检索 NA","诸多情绪障碍治疗的关键在于促进条件性恐惧反应的消退, 研究证明非条件刺激再评估能够引起恐惧反应的变化。本研究将非条件刺激降低再评估范式应用于消退训练, 以主观预期值、皮电反应作为恐惧反应指标, 考察恐惧习得后非条件刺激强度降低对条件性恐惧消退的影响, 并运用评价性条件作用探讨非条件刺激再评估的作用机制。结果表明：在消退阶段, 降低组对条件刺激的皮电反应显著低于控制组。同时评价性条件作用结果显示：经过非条件刺激再评估, 降低组较控制组对条件刺激的评价更为正性。说明非条件刺激降低再评估有效改变条件刺激的负性效价, 降低个体的恐惧反应、促进恐惧消退。",NA,NA,NA,NA,NA,NA
