"title","authors","issue","abstract"
"中文词汇加工的若干效应：基于眼动研究的证据","臧传丽;张慢慢;郭晓峰;刘娟;闫国利;白学军","2012 Vol. 20 Issue (9)  1382-1392<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2012.01382","通过眼动仪记录读者阅读过程中的眼动特征, 发现了一些重要的效应, 这些效应有助于深化人们对阅读过程的认识。本文将从阅读材料的空间信息、词汇特性、语言因素和词结构四个方面总结在词汇加工中所发现的重要效应。最后, 对各效应之间的相互关系及其在词汇加工的理论模型中的作用进行了探讨, 并指出眼动技术与ERP技术相结合的多样化研究趋势。"
"失用性失写的脑机制","冉光明;陈旭;马建苓;潘彦谷;胡天强","2012 Vol. 20 Issue (9)  1393-1400<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2012.01393","失用性失写是指人们知道该如何书写, 但实际上却不会书写或错误书写的一种现象。失用性失写涉及的神经网络包括皮层与皮层连接、皮层与皮质下连接。其中前者包括额-顶叶相关脑区的连接、顶-枕叶相关脑区的连接以及额-顶-枕相关脑区的连接, 这些神经网络分别负责操作空间表征图像、回忆以及检索字母的形状等; 后者包括小脑与额-顶叶的连接、左丘脑-大脑皮质的连接以及纹状体-内囊-左额顶叶的连接等, 它们分别与图像输出程序、书写运动过程、操作指令的执行过程以及字素形成过程等有关。今后的研究应该集中在完善失用性失写的研究范式、深入探讨失用性失写的心理机制以及推动其康复工作的开展等方面。"
"爱荷华博弈任务(IGT)与决策的认知神经机制","蔡厚德;张权;蔡琦;陈庆荣","2012 Vol. 20 Issue (9)  1401-1410<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2012.01401","爱荷华博弈任务(IGT)是一项检查情感性决策机制的常用实验范式。据此, Damasio等人提出了躯体标记假设(SMH)解释情绪影响决策的神经生理机制。近期, 大量研究在IGT究竟是模糊决策还是风险决策、与情绪和认知的关系、与工作记忆和陈述性记忆的关系以及IGT的神经网络与分子遗传机制等方面积累了丰富资料。结果显示, IGT加工的早期由模糊决策主导, 情绪性躯体信号对引导决策选项的偏好可能起关键作用, 后期则倾向是一种风险决策, 认知评价和预期对选项偏向逐渐占优势; IGT与工作记忆的加工成分有相互重叠, 也需陈述性记忆的参与; IGT的加工不仅依赖于杏仁核、腹内侧前额皮层、眶额皮层等组成的情绪脑网络的活动, 还与背外侧前额皮层、海马、腹侧纹状体、岛叶皮层、辅助运动前区、扣带回皮层等许多脑区的活动有关; COMT和5-HTT的基因多态性会调节IGT相关的决策加工。总之, IGT是一项需要多重神经系统协同活动的决策加工任务, 且模糊与风险决策可能具有不同的遗传基础。"
"老年人情绪记忆中的积极效应及其产生机制","龚先旻;王大华","2012 Vol. 20 Issue (9)  1411-1418<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2012.0001411","有关情绪与记忆的研究发现, 老年人经常表现出积极效应, 即对积极刺激的记忆比对消极刺激的记忆更好。从动机层面来讲, 社会情绪选择理论认为老年人比年轻人更倾向于进行情绪调节。在记忆任务中, 这种情绪调节的动机使得老年人具有表现出积极效应的倾向, 但这种倾向只有在满足一定条件的情况下才能表现出来。情绪调节对记忆的影响可以通过注意选择、加工资源分配、情绪抑制、认知再评价等多种方式进行。未来研究需要进一步细分年龄段考察情绪的各维度如何影响老年人记忆的各个阶段。"
"奖励对创造力的影响及其机制","徐希铮;张景焕;刘桂荣;李鹰","2012 Vol. 20 Issue (9)  1419-1425<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2012.01419","在奖励对创造力的影响的问题上, 相关研究一直存在很大争议。在系统分析以往研究的基础上, 认为奖励既可以促进创造力也可以阻碍创造力, 这取决于对奖励的界定及对创造力的理解, 也受个体差异和外部环境因素的影响。在作用途径上, 奖励可以通过动机或认知因素以及它们的综合作用对创造力产生影响。研究在此基础上构建出一个综合了奖励和创造力及其影响因素的模型。"
"心理韧性研究诸进路","席居哲;左志宏;WU Wei","2012 Vol. 20 Issue (9)  1426-1447<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2012.01426","心理韧性研究自发轫至今出现了若干可供遵循的进路, 主要有：以人为中心模型、以变量为中心模型、时间路径模型和因素-过程模型等。以人为中心进路围绕“人”开展研究, 将甄别出的心理韧性者与非韧性者及未经历严重压力/逆境者进行比较, 尝试理解心理韧性的由来。以变量为中心进路则聚焦于压力/危险逆境指标、心理韧性相关因子及心理社会发展功能指标, 经由分析这些变量的关系以探寻和推测心理韧性发展的机制。时间路径进路专注于时间进程, 追踪研究对象在严重压力/逆境开始前后到相当长一段时期心理社会功能变化过程特点, 以解读人类压力/逆境适应系统的运作特征及其功能差异, 推断心理韧性发展的过程及机制。因素-过程整合进路则以生态系统理论为指导, 兼顾因素与过程, 尝试提供一个更具研究指导性的心理韧性整合模型和一套机制解释策略基准框架。诸心理韧性研究进路各有侧重, 互有长短, 研究者对之了然于胸将有助于选择适切的研究设计与分析策略, 取长避短, 从而提高研究揭示效力。"
"心理疾病自我污名：心理康复的一个高危因子","岳童;王晓刚;黄希庭","2012 Vol. 20 Issue (9)  1448-1456<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2012.01448","心理疾病自我污名是心理疾病患者内化公众的消极刻板印象、偏见和歧视, 形成自我偏见和歧视的现象。心理疾病自我污名会给患者带来一系列的负面影响, 是心理康复过程中的一个高危因子。自我污名可能是通过引发患者的消极认知、负面情感和自我歧视行为来危及心理康复过程的。对自我污名的干预应针对患者和社会公众分别加以实施。未来可以从理论构建、测量工具和干预措施的改进, 以及去污名与心理康复的融合等方面展开自我污名本土化的研究。"
"自我控制与自我控制资源","詹鋆;任俊","2012 Vol. 20 Issue (9)  1457-1466<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2012.01457","自我控制是人适应社会的重要功能, 近十年来, 心理学家主要围绕有限自制力理论展开其研究。事实上, 用于自我控制的资源十分有限, 在它严重被消耗时会引发个体的自我衰竭, 这将对个体的情绪、认知及行为等方面都造成不良的影响。个体的情绪调节、思想抑制和分心控制等行为都可能导致其处于自我衰竭的状态, 但通过睡眠、放松或积极情绪诱导等方式则可有效促进自我控制资源的恢复。未来的研究需进一步明确自我衰竭的心理与生理机制, 并深入挖掘自我衰竭与其它影响自控行为的因素之间的内在关联。"
"妒忌：一种带有敌意的社会情绪","吴宝沛;张雷","2012 Vol. 20 Issue (9)  1467-1478<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2012.01467","妒忌是个体因为意识到别人拥有自己所缺乏的优势时体验到的一种消极感受, 表现为自卑、敌意和怨恨的一种混合情绪, 包括特质和状态两种界定角度。相似性、自我相关是妒忌的近因, 资源竞争则是妒忌的远因, 前扣带皮层、腹侧纹状体和腹中侧前额叶是妒忌加工和识别的相关脑区。妒忌影响人们的身心健康、攻击行为、道德行为、幸灾乐祸、亲社会性以及业绩表现。未来研究可以在善意妒忌、内在机制、进化视角、文化差异等方面进一步扩展。"
"自悯与佛教慈悲观的自我构念差异","彭彦琴;沈建丹","2012 Vol. 20 Issue (9)  1479-1486<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2012.01479","西方自悯的思想主要来源于佛教的慈悲观, 后者体现为在困境下个体对自我的认识和评价：在自我认知维度, 慈悲意味着客观认识自己以及自他关系; 在自我体验维度, 慈悲意味着以慈悲喜舍等积极情绪应对不利情况; 在自我调控维度, 慈悲意味着通过行为的自我约束及觉知力实践训练建立稳定健康的心理功能。西方自悯因其自身的哲学思维限制没有触及佛教慈悲观核心理论, 而佛教慈悲观的自我构念梳理有助于拓展、完善西方自我观的功能。"
"工作场所的不文明行为","毛畅果;孙健敏","2012 Vol. 20 Issue (9)  1487-1494<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2012.01487","工作场所不文明行为违背人际相互尊重的原则, 为组织环境带来广泛的慢性危害, 但由于其表现形式温和、伤害意图不明显, 因而长期被人们所忽视。近年来, 和谐的工作环境成为各界关注的热点, 工作场所不文明行为也受到越来越多学者的关注。回顾国外研究, 对工作场所不文明行为的概念界定、测量工具、前因变量和影响结果进行了系统梳理, 在此基础上总结对制度设计和选拔培训的管理启示, 并提出测量本土化、机制情境化、层次群体化、视角动态化等未来研究方向。"
"临床运动心理学研究：现状、问题与建议","刘丽;石岩","2012 Vol. 20 Issue (9)  1495-1506<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2012.01495","本文对《临床运动心理学杂志》创刊以来的99篇论文进行内容分析, 以揭示临床运动心理学研究的现状与问题。研究结果表明：临床运动心理学研究领域主要为运动功能障碍、心理健康、运动功能损害、运动表现发展; 研究的热点问题主要为运动表现、饮食障碍、情绪障碍、成瘾、压力应对等; 研究主要以认知行为理论为基础; 42.4%的研究假设有待进一步验证; 研究方法存在一些问题。基于上述研究结果, 对我国运动心理学研究者提出以下建议: 拓展研究领域; 关注研究的本土化; 丰富研究的理论基础; 加强研究方法训练。"
"权力操作范式的分析与比较","魏秋江;段锦云;范庭卫","2012 Vol. 20 Issue (9)  1507-1518<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2012.01507","从认知的视角研究权力已是目前权力研究的主流, 但权力的认知研究结果和外部效度均受制于其实验操作范式。对国外现有权力操作范式进行分析, 可在促进其完善的同时, 更对建构适合中国背景下的权力操作方式有一定的借鉴意义。从对现有主流权力操作范式, 即奖惩法、回忆法、信息控制法、具体数值法、BATNA法、语义唤起等方法介绍, 以及对其实证应用与检验结果中, 可以明显对比出各种范式的优势与不足。现有学者较少意识到该点, 使用各范式时不加区分, 这引起了各范式在适用研究、多等级操作、相关概念操作等方面的混乱。未来研究仍需从角色分配、区分自我权力与他人权力操作、操作检验等角度, 改进现有权力操作范式。"
"加强民族心理学研究, 促进中国心理科学繁荣—— 民族心理学专栏前言","张积家","2012 Vol. 20 Issue (8)  1139-1144<U+00A0><U+00A0><U+00A0><U+00A0>","
															通讯作者:
																张积家<U+00A0><U+00A0><U+00A0>
																													     		"
"我国西南少数民族心理研究的基本状况","蔡笑岳;罗列;何伯锋","2012 Vol. 20 Issue (8)  1145-1151<U+00A0><U+00A0><U+00A0><U+00A0>","西南少数民族心理研究是我国民族心理学的重要部分。20世纪80年代以来, 西南少数民族研究主要集中在儿童认知、智力发展、人格、价值观和品格等方面, 并取得了一些具有代表性的成果。目前, 西南少数民族心理研究主要有几个特点：(1)研究取样主要是青少年和学生; (2)研究取向主要是民族心理的发展; (3)民族心理研究大多与教育研究相联系; (4)民族心理研究的研究方法的科学性有待增强; (5)民族心理研究的核心是民族文化, 民族心理研究应该深入民族生活中去考察民族习俗; (6)民族心理研究多将民族和民族文化作为实验中一个变量, 对民族心理本质问题的重视程度不够。"
"近年来国内民族认同研究述评","万明钢;高承海;吕超;侯玲","2012 Vol. 20 Issue (8)  1152-1158<U+00A0><U+00A0><U+00A0><U+00A0>","近年来国内民族认同研究的内容主要集中在民族认同的内涵、民族认同与国家认同的关系、民族认同与文化适应、心理健康的关系等方面。研究存在的主要问题是理论探讨多于实证研究, 研究取样和方法单一, 缺乏比较性、过程性和机制性的研究, 未能注重本土化研究。未来研究需要以多学科视角, 结合多种研究方法, 使用高级统计方法进行数据分析, 揭示我国民族认同的本质和特征, 形成本土化的民族认同理论。"
"颜色词与颜色认知的关系—— 基于民族心理学的研究视角","王娟;张积家","2012 Vol. 20 Issue (8)  1159-1168<U+00A0><U+00A0><U+00A0><U+00A0>","颜色词与颜色认知的关系是语言影响认知的重要领域。不同民族之间存在着语言和文化的差异。对于颜色词与颜色认知的关系, 一直就存在着普遍进化理论和语言相对论的争论。既往研究通过哲学思辨、命名和计算、颜色分类、颜色记忆和颜色搜索等多种范式对颜色词与颜色认知的关系进行了卓有成效的探讨, 使该领域的研究呈现出蓬勃发展的局面。"
"少数民族压力应对研究的文化视角","植凤英;张进辅","2012 Vol. 20 Issue (8)  1169-1179<U+00A0><U+00A0><U+00A0><U+00A0>","随着社会的急剧变迁与多元文化的相互融合与碰撞, 少数民族的压力应对问题已经变得日益重要。对少数民族压力应对与文化的关系进行全面的审视与探讨, 能够更好地理解多元文化交融下少数民族压力应对的心理机制, 促进民族团结与社会和谐。文章总结了少数民族压力应对研究的4种文化视角, 包括压力应对的跨文化研究、文化适应的压力应对研究、宗教应对研究、中国传统文化的应对思想研究, 并对不同研究视角进行了评述。未来中国少数民族压力应对研究应该综合多学科、多元文化视角的研究思路, 加强量与质的研究范式的整合, 进一步扩展少数民族压力应对的研究领域与研究范围, 从我国民族地区社会变迁的实际情况出发, 加强对少数民族不同社会群体的压力应对研究。"
"内隐理论与群体关系","高承海;侯玲;吕超;万明钢","2012 Vol. 20 Issue (8)  1180-1188<U+00A0><U+00A0><U+00A0><U+00A0>","内隐理论是外行人对社会世界中人与事的朴素解释。人们对社会分类(种族、宗教、性别、职业等)属性的理解, 影响着个体对群体信息的加工、判断和反应, 能显著地预测群体过程(如刻板印象、偏见、歧视等), 并调节着社会认同的心理效应, 这弥补了社会认同过程中对个体差异的考虑, 对社会认同理论的发展具有重要贡献。实证研究表明：在改善和促进群体关系的实践中, 可以将外行人的内隐理论作为一个中介, 以此减少刻板印象和偏见, 培育良好的群体关系。未来研究中, 需要进一步整合内隐理论的概念, 采取一些纵向的研究为实践提供科学的指导。"
"从亲属词分类看民族语言对民族心理的影响","肖二平;张积家","2012 Vol. 20 Issue (8)  1189-1200<U+00A0><U+00A0><U+00A0><U+00A0>","亲属关系基于血缘关系和婚姻关系形成, 是个体首属的社会关系, 被视为人类学研究的“王冠”。在每种语言中, 都有表征亲属关系的词, 即亲属词。亲属词蕴含着丰富的遗传、婚姻、社会和文化的信息, 是文化人类学、语言学和民族心理学研究的重要内容。2001年以来, 通过一系列对汉族大学生、汉族儿童及青少年、纳西族、摩梭人、傣族、基诺族、彝族和白族的亲属词分类研究, 发现了不同民族亲属词的概念结构, 揭示了影响亲属词分类的因素, 显示了民族语言对民族心理的影响; 揭示了语言影响亲属词分类的机制, 为语言影响认知的理论提供了重要证据; 揭示了不同民族的亲属关系的特点, 为民族心理学的理论构建提供了重要资料。"
"刻板印象威胁;民族;种族;工作记忆","高兵","2012 Vol. 20 Issue (8)  1201-1206<U+00A0><U+00A0><U+00A0><U+00A0>","Steele和Aronson (1995)最早提出刻板印象威胁的概念, 指出这种威胁使个体担心自己会验证所属群体的消极刻板印象。民族刻板印象威胁表现为个体行为表现下降并影响民族交往。民族刻板印象威胁效应的主要机制是工作记忆受损和不认同。通过提供内群体榜样和进行非评价性测试, 可以有效地减轻刻板印象威胁效应。未来研究要准确界定种族、族群和民族的概念, 考察民族刻板印象威胁与性别刻板印象威胁的区别, 研究不同民族的刻板印象威胁效应。"
"少数民族的认知方式","许思安;郑雪","2012 Vol. 20 Issue (8)  1207-1211<U+00A0><U+00A0><U+00A0><U+00A0>","认知方式是人们在对信息和经验进行组织和加工过程中表现出来的个别差异, 是一个人在感知、记忆和思维中经常采取的、受到偏爱的和习惯化了的态度与风格。少数民族认知方式的跨文化研究集中在认知方式的发展规律、认知方式的性别差异、民族间认知方式的差异, 以及与其他变量相关程度的探究上。"
"东巴文认知研究对心理语言学的贡献及展望","谢书书;张积家","2012 Vol. 20 Issue (8)  1212-1221<U+00A0><U+00A0><U+00A0><U+00A0>","本文介绍了东巴文的构字特点及其性质的争论, 综述了对东巴文认知的研究, 评述了东巴文认知研究对于心理语言学的贡献, 指出了东巴文认知研究的未来发展方向, 包括继续利用东巴文解决语言认知的一些重大理论问题, 为文字进化规律提供证据, 使少数民族语言认知研究在心理语言学研究中发挥不可替代的作用。"
"少数民族双语者的语言表征和语言联系","崔占玲;王德强","2012 Vol. 20 Issue (8)  1222-1228<U+00A0><U+00A0><U+00A0><U+00A0>","我国少数民族学生一般掌握本民族语言、汉语和英语。少数民族双语者的语言的认知特点, 是语言学和心理学共同关心的问题, 也是了解少数民族学生语言认知机制的重要途径。已有研究围绕少数民族学生的语言表征、语言联系方式以及言语理解与言语产生的加工特点展开。本文系统地介绍了已有研究, 并提出未来研究应关注少数民族学生的语言认知加工的异同比较、少数民族文字的加工特点、少数民族学生加工汉字词的特点，以及少数民族学生第三语言的加工特点及其影响因素。"
"中国区域跨文化心理学理论探索与实证研究","张海钟;姜永志;赵文进;安桂花;张小龙;胡志军;张万里","2012 Vol. 20 Issue (8)  1229-1236<U+00A0><U+00A0><U+00A0><U+00A0>","中国区域跨文化心理学是以文化学、社会学、人类学、人文地理学、社会心理学、跨文化心理学等学科理论为基础, 比较研究中国城乡区域、地理区域、历史区域、行政区域、生态区域等文化区域居民的个体心理和群体心理共同性和差异性的学科。采用系列问卷, 在2004年和2009年先后三次对甘肃省河西、河东汉族为主的地级市属各个县市区城乡居民以及蒙拢、湘拢的跨省域居民进行抽样调查。结果表明, 区域文化同一性和差异性以及具体的生态环境、生活方式、经济发展、政治体制、社会结构、教育水平、风俗习惯、风土人情等差异, 是影响区域居民心理健康、性格特质、社会态度、刻板印象等心理机能的重要变量。今后研究将着力进行学科理论完善和省际、县际比较研究, 更好地运用田野工作等方法, 揭示区域文化与心理行为之间的相互关系和作用机制, 形成理论模型, 为建设和谐社会提供理论依据。"
"中国老乡心理效应的理论探索与实证研究","姜永志;张海钟;张鹏英","2012 Vol. 20 Issue (8)  1237-1242<U+00A0><U+00A0><U+00A0><U+00A0>","老乡心理的本质是祖籍族群认同。中国人的老乡心理表现在离开家乡到外地后对家乡的怀念、对家乡人的依恋、对家乡方言的认同、老乡之间的相互帮助行为乃至老乡之间的组织行为。研究发现, 老乡心理效应由语言认同、文化认同、情感认同、习俗认同、地域认同等成分组成, 必备条件由中心因素和外围因素构成, 中心因素包括离家在外、地缘切近、文化趋同和相互扶持。采用群体参照效应的研究范式, 考察在本地和外地上学的大学生对老乡的参照效应, 发现被试在外地时, 参照本省(市)人加工的回忆成绩显著优于其他参照条件, 对本省(市)人表现出参照效应; 被试在本地时, 各参照条件下回忆成绩没有差异。老乡心理是形成区域心理性格的基础, 也是区域文化差异与人格差异相互作用的重要标志。老乡心理是民族认同、国家认同的心理基础。老乡认同的核心是社会文化认同, 社会文化认同以语言认同为内核。"
"方言与普通话并用：双言心理研究述评","王悦;陈俊;张积家","2012 Vol. 20 Issue (8)  1243-1250<U+00A0><U+00A0><U+00A0><U+00A0>","由于汉语方言的复杂性和多年来的推广普通话, 使得方言和普通话并用的双言现象非常普遍。在语言关联性假设的指引下, 心理学家探讨了双言者的语言表征, 考察了双言对于双言者的记忆、时间认知和语言加工的影响, 调查了双言者的语言态度, 包括两种语言的语用情况和内隐态度。未来研究要继续关注双言者的语言表征及其提取机制, 探查双言现象的认知神经机制, 进一步深入探讨双言对双言者心理的影响。"
"基本心理能力老化的认知机制","彭华茂;王大华","2012 Vol. 20 Issue (8)  1251-1258<U+00A0><U+00A0><U+00A0><U+00A0>","基本心理能力老化机制是认知老化领域研究热点之一。横断研究与追踪研究表明, 感觉功能、加工速度、工作记忆等信息加工资源的衰退导致了基本心理能力的衰退。但由于相关研究不能进行因果推论, 基本心理能力老化的认知机制尚存在争论。因此本项目拟采用实验室研究和干预实验设计, 通过操纵感觉功能(知觉压力水平)、干预加工速度与工作记忆, 考察基本心理能力的年龄差异的变化, 以期为认知老化理论的深化和拓展提供实验依据。"
"发展性阅读障碍的遗传关联分析","苏萌萌;张玉平;史冰洁;舒华","2012 Vol. 20 Issue (8)  1259-1267<U+00A0><U+00A0><U+00A0><U+00A0>","发展性阅读障碍是一种遗传性很高的认知功能缺陷, 运用关联分析对其遗传机制进行研究是近年来的新趋势。从研究方法的视角可以将现有的关联分析研究归为以下三类：家系法研究、病例-控制法研究和数量性状关联分析研究。阅读障碍关联分析研究的新趋势主要体现在与全基因组扫描技术、神经成像技术以及基因功能研究的结合上, 促进了从“基因-大脑-行为”层面对发展性阅读障碍的遗传机制进行理解。"
"归纳推理的认知神经机制","肖凤;李红;龙长权;陈庆飞;王荣燕;李富洪","2012 Vol. 20 Issue (8)  1268-1276<U+00A0><U+00A0><U+00A0><U+00A0>","归纳推理是从特殊推导至一般的高级认知过程, 其认知神经机制是当前研究的新方向。对已有研究进行分析发现：(1)归纳推理的核心过程与前额叶和晚期ERP成分密切相关; (2) 归纳推理可能存在双系统; (3)归纳推理过程中大脑偏侧化的现象存在争议。以上三个问题需要后续归纳推理的认知神经机制研究进行验证。"
"焦虑障碍的虚拟现实暴露疗法研究述评","王广新;李立","2012 Vol. 20 Issue (8)  1277-1286<U+00A0><U+00A0><U+00A0><U+00A0>","虚拟现实暴露疗法(VRET)是传统的行为疗法的一种转换形式, 也是经典的现实情境暴露疗法的替代性治疗形式。虚拟现实整合了即时计算机图形学、身体感觉传感、视觉成像技术, 给来访者提供近似真实的、可以沉浸(immersion)和交互作用的虚拟环境。研究者采用虚拟现实暴露疗法治疗幽闭恐怖症、恐高症、飞行恐怖症、创伤后应激障碍、惊恐障碍等焦虑障碍, 并且关注虚拟现实暴露疗法的认知机制以及心理生理机制。实验研究表明, 虚拟现实暴露疗法在治疗焦虑障碍时是有效的。被试经过治疗之后, 对情境的控制感和自我效能感提升, 消极自我评价降低, 对创伤事件的容忍力提高, 重新获得对情境的控制感。与心率指标相比, 皮肤电是预测虚拟现实暴露疗法治疗效果更好的指标。虚拟现实暴露疗法还处于实验验证阶段, 并没有应用到实际临床中, 需要更加规范的实验设计验证该疗法的认知机制以及心理生理机制。虚拟现实暴露疗法结合功能磁共振成像(FMRI)用于心理治疗, 会是未来发展的新方向。"
"自杀“守门人”培训研究述评","梁挺;张小远;王喆","2012 Vol. 20 Issue (8)  1287-1295<U+00A0><U+00A0><U+00A0><U+00A0>","在西方国家, 自杀“守门人”培训被认为是最有效的自杀预防策略之一。自杀“守门人”培训的具体内容包括传授基础知识、识别自杀征兆、初步评估自杀风险和转介自杀高危个体等4个方面; 研究发现自杀“守门人”培训对受训者的知识、态度和干预技能有显著的积极影响, 但其对自杀率的影响仍需今后的研究详细探讨; 目前的研究存在以下不足：1)随机对照研究少; 2)难以评估培训对自杀率的真实影响; 3)评价指标单一, 缺乏统一的评估工具。未来的研究应弥补现有研究的不足, 并重视自杀“守门人”培训的跨文化研究。"
"心理契约破坏对员工态度与行为的影响","齐琳;刘泽文","2012 Vol. 20 Issue (8)  1296-1304<U+00A0><U+00A0><U+00A0><U+00A0>","心理契约破坏是指在雇佣关系中员工对组织未能履行的责任或承诺的认知评价。本文从概念上区分了心理契约破坏与心理契约违背, 然后从直接影响和间接影响(中介效应与调节效应)两方面回顾了国内外有关心理契约破坏对员工工作态度与行为影响的实证研究, 并对研究方法、理论依据存在的不足进行评述, 提出未来的研究应该：(1)基于中国的文化背景, 开发适合中国企业的心理契约量表; (2)从组织—员工双向视角考察心理契约破坏对双方影响的的动态过程。"
"工作设计的新视角：员工的工作重塑","张春雨;韦嘉;陈谢平;张进辅","2012 Vol. 20 Issue (8)  1305-1313<U+00A0><U+00A0><U+00A0><U+00A0>","工作重塑是从员工角度进行的自下而上的工作再设计方式, 突破了从组织角度进行的自上而下的方式, 强调员工改变的主动性。工作重塑存在多种类型, 如任务重塑、关系重塑和认知重塑, 以及个人工作重塑和合作工作重塑等。工作重塑与主动性人格、生涯取向、自主性、人-环境不匹配等因素之间存在密切联系, 并对工作满意度、工作意义感、工作投入、工作绩效和组织承诺等具有积极预测作用。未来研究要加强工作重塑的纵向研究, 深入探讨工作重塑的影响机制, 开展其消极后果的研究, 同时国内研究还要考虑到传统文化和集体主义文化对工作重塑的影响。"
"社会群体的实体性：回顾与展望","杨晓莉; 刘力;李琼;弯美娜","2012 Vol. 20 Issue (8)  1314-1321<U+00A0><U+00A0><U+00A0><U+00A0>","社会群体的实体性是指群体被知觉为一个真正独立存在的有意义实体的程度。它受到知觉者、社会情境和文化等因素的影响。实体性在群际关系中具有重要意义, 它影响着认同、刻板印象, 偏见和群际冲突。实体性从本质上来说并不是绝对积极的或消极的群体特征, 它主要取决于知觉者与群体的关系性质和其所处的情境。对中国研究者而言, 如何让实体性最大可能地发挥积极作用, 以利于群体关系的和谐是未来研究应该努力的方向; 加强中国文化背景下实体性与群际关系的研究, 为解决中国各社会阶层以及不同群体之间的和谐相处提供理论上的指导也是未来可以关注的方向。"
"音乐能力测验：结构拓展与分析方式的转换","刘源;刘红云","2012 Vol. 20 Issue (8)  1322-1328<U+00A0><U+00A0><U+00A0><U+00A0>","从测验结构上, 一般音乐能力测验包含基本认知能力、审美能力和创造能力测验。而现代音乐能力测验延伸到奏唱能力、表演交流能力和个体特质测验, 从结构上对其进行拓展和完善。另一方面, 从分析方式上, 教育测验从总结性评价朝形成性评价方向发展。以美国国家评价与教育计划(NAEP)为例对测验项目进行属性层面的分析, 证明了音乐能力认知诊断测验(CDA)的可能性。未来的研究应注意音乐能力测验结构的完整性和系统性, 并将音乐能力认知诊断测验应用到实际当中。"
"颜色词与颜色认知的关系：相互作用理论及其证据","张积家;方燕红;谢书书","2012 Vol. 20 Issue (7)  949-962<U+00A0><U+00A0><U+00A0><U+00A0>","颜色词与颜色认知的关系是探讨语言与认知关系的重要领域。对颜色词与颜色认知的关系, 普遍进化理论认为, 颜色词与颜色认知相互独立; 语言关联性假设认为, 颜色词对颜色认知有重要影响; 折衷的理论认为, 颜色认知既受光波的物理属性影响, 又受人眼的生物特性影响, 还受语言和文化影响。在国内外研究基础上, 作者提出了颜色词与颜色认知关系的相互作用理论, 认为颜色认知包括物理-生理、认知-智力、社会-文化三个水平, 涉及物理、生理、认知、智力、语言和文化六个因素; 三个层次、六个因素的相互作用, 为人们提供了丰富多彩的颜色世界。"
"文本阅读中时间信息加工特点及二阶段模型的建构","何先友;杨惠;邓玉梅;吴爽","2012 Vol. 20 Issue (7)  963-970<U+00A0><U+00A0><U+00A0><U+00A0>","时间信息的加工一直是当代阅读心理研究的热点。以往研究对时间信息表征的性质、维度特征、提取机制等问题存在诸多争论, 主要表现为强印象假设与场景理论的冲突。我们认为, 文本阅读中时间信息的加工包括两个阶段：加工时间词以及低水平的更新情景模型阶段和通达与整合先前信息阶段, 强印象假设和场景理论争论的实质在于前者解释的是加工的第一个阶段, 而后者解释的是加工的第二个阶段, 因此, 总是难以调和。本项目首先在更高的理论层面上将二者加以整合, 然后采用经典的认知心理学研究方法与现代的眼动研究技术相结合的方法, 通过对文本阅读中时间信息表征性质、加工的维度特征、提取过程的激活与抑制特征等问题的探讨, 为本项目提出的时间信息加工的二阶段模型提供行为实验与眼动实验证据, 从而解决该领域中强印象假设与场景理论的长期争论。本项目的理论构想与研究技术对文本阅读其他问题的探讨具有重要的方法论意义。"
"事件合理性对句子阅读的影响","冯建新;乔瑞","2012 Vol. 20 Issue (7)  971-980<U+00A0><U+00A0><U+00A0><U+00A0>","事件合理性在句子阅读中作用的研究有助于明确句子阅读时各种信息的时间整合进程, 进一步建构语言理解的系统构架。研究表明事件合理性会影响句子阅读。一方面, 句子阅读的很多研究方法都可以用来考察事件合理性; 另一方面, 事件合理性研究结果的解释可以补充句子理解机制。目前研究者们对事件合理性能否即时影响句子阅读存在争议, 而且影响事件合理性的因素有很多, 因此以后的研究应平衡好各种影响因素, 也可采用双语被试来研究句子合理性。"
