"title","authors","issue","abstract","year","vol","no","start_page","end_page","pages"
"基本养老保险覆盖面扩展决定因素实证研究[J].","张光;杨晶晶.","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","郑从金.在现代社会学与后现代社会理论之间——米尔斯的《社会学的想像力》再解读
","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"公共社会学
[J].","麦可·布洛维.","社会杂志,doi:.
","麦可 · 布洛维. 公共社会学
[J]. 社会杂志, doi:                                         .",NA,NA,NA,NA,NA,NA
"[J].","刘群;孙艳艳.中国社会工作教育协会第五届年会暨学术讨论会综述
","社会杂志,doi:.
","刘群;孙艳艳. 中国社会工作教育协会第五届年会暨学术讨论会综述
 [J]. 社会杂志, doi:                                         .",NA,NA,NA,NA,NA,NA
"中国社会学理论与方法研究--挑战、危机和超越的寻求[J].","肖瑛;曾炜.","社会杂志,doi:.
","概而言之，2004年到2006年的中国社会学理论和方法——主要是理论——研究取得了如下一些成果：（1)2004年，《国外社会学》成功改版为《社会理论》，由社会科学文献出版社出版发行，成为中国大陆惟一刊发国内外社会学理论研究成果的专业刊物；2006年，中国社会学会社会学理论专业委员会成立，标志着我国社会学理论的学科制度建设迈出了可喜步伐。（2)北京大学出版社组织出版了中国两岸三地在社会学理论研究方面卓有成效的学者的理论研究文集（苏国勋，2005；阮新邦，2005；黄瑞祺，2005；谢立中，2006；叶启政，2006；郑杭生，2006)，同济大学出版社和中国人民大学出版社集中推出高宣扬教授几十年的社会理论研究成果系列，这对于检阅我国近数十年的社会学理论研究成果、回顾中国社会学理论研究历程具有非同寻常的意义。（3)国外社会学理论著作的翻译和介绍蔚为大观，大批国外社会学理论研究的最新成果被推介到汉语学界，特别是M.韦伯和涂尔干著作的系统译介，对国内社会学理论研究水平的提升产生了并将继续产生巨大的助推作用。（4)回返古典主义、重建社会学的学术传统的倡议得到积极回响，相关研究成果斐然。（5)一些新的议题不断进入国内学者的眼界，特别是关于现代性和全球化的思考的视野不断得到拓展。（6)努力走出西方社会学思维模式，以中国经验和本土传统来反思并批判西方社会学的基本范式，重建中国社会学取得了丰硕的阶段性成绩。",NA,NA,NA,NA,NA,NA
"社会结构与阶级的生产--结构紧张与分层研究的阶级转向[J].","仇立平;顾辉.","社会杂志,doi:.
","过去三年，中国社会结构和分层研究给人留下了深刻的印象。伴随着中国社会结构的转型，社会学研究者对此作出了迅速和敏锐的反应，使社会结构和分层研究进入到一个新的阶段。首先，如何正确认识我国的社会转型，当代中国社会结构形态是怎样的，到底是由“金字塔型”向“橄榄型”过渡，还是倒“丁字型”结构（陆学艺，2002；郑杭生，2004；李强，2005b)。其次，社会分层研究由阶层深入到阶级层面，阶级的生产和再生产以及劳资关系成为规范性理论研究和经验研究新的议题，重返经典、回到马克思成为研究者新的理论诉求（沈原，2006；仇立平，2006；李友梅、孙立平、沈原主编，2006；李静君，2006；佟新，2006；游正林，2006；任焰、潘毅，2006a、2006b；吴清军，2006；许叶萍、石秀印，2006；贾文娟，2006)。第三，社会分层研究由一般的描述和分类深入到制度层面，即探索中国社会分层结构形成的制度性原因（刘欣，2005a、2005b)。本文试图就以上及其相关问题，回顾2004～2006年的研究成果，以供学人参考。文献资料基本来自于规范性学术刊物或文集，未免挂一漏万或有误读，恳请赐教。",NA,NA,NA,NA,NA,NA
"社会结构取向下的社会资本研究--概念、测量与功能[J].","张文宏;栾博.","社会杂志,doi:.
","2004~2006年，以社会网络与社会资本为主题的研究仍然是中国社会学研究的一个热点。本文以社会结构视野为核心，从以下三个方面来系统梳理和评述过去三年来国内社会学界关于社会网络和社会资本的有代表性的理论和经验研究的成果。第一，关于社会资本的概念界定中的争论；第二，社会资本操作化测量中的分歧；第三，研究方法和主要研究领域中的代表性成果。",NA,NA,NA,NA,NA,NA
"社会结构取向下的社会资本研究--概念、测量与功能[J].","张文宏;栾博.","社会杂志,doi:.
","2004~2006年，以社会网络与社会资本为主题的研究仍然是中国社会学研究的一个热点。本文以社会结构视野为核心，从以下三个方面来系统梳理和评述过去三年来国内社会学界关于社会网络和社会资本的有代表性的理论和经验研究的成果。第一，关于社会资本的概念界定中的争论；第二，社会资本操作化测量中的分歧；第三，研究方法和主要研究领域中的代表性成果。",NA,NA,NA,NA,NA,NA
"社会结构取向下的社会资本研究--概念、测量与功能[J].","张文宏;栾博.","社会杂志,doi:.
","2004~2006年，以社会网络与社会资本为主题的研究仍然是中国社会学研究的一个热点。本文以社会结构视野为核心，从以下三个方面来系统梳理和评述过去三年来国内社会学界关于社会网络和社会资本的有代表性的理论和经验研究的成果。第一，关于社会资本的概念界定中的争论；第二，社会资本操作化测量中的分歧；第三，研究方法和主要研究领域中的代表性成果。",NA,NA,NA,NA,NA,NA
"多学科的中国乡村社会研究[J].","张佩国.","社会杂志,doi:.
","近三年来，“中国乡村社会”,作为一种独特的社会现象和综合性的论题，已经超越了某一具体学科的界限，而日益为被社会学、人类学、历史学、民俗学、经济学和法学等众多学科学者所关注。中国乡村社会研究成为一个跨学科的学术领域，不仅仅在于此，更为重要的是，这些学科的学者们在自己的研究中越来越注意到相关学科有关中国乡村社会的知识生产，并将对其他学科知识的消费贯穿到学科的再生产中。一个很重要的表现就是，不同学科的学者在本学科的研究中越来越多地引用其他学科学者的文本，比如人类学引入历史学的解释维度，法学引入人类学的民族志书写方式，政治学借鉴人类学和社会学的方法等等。在具体的“中国经验”层次上，“革命现代性”和集体主义传统的“发明”，成为多学科学者的研究命题；区域社会史走出狭隘的教科书式的社会史书写，借鉴人类学“文化类型比较”方法，问题意识越来越明确；而对20世纪中国乡村的人类学追访，也已经将民族志书写放在了历史人类学的解释框架中，因为只有在特定的时空坐标中才能解释一个地方人们的生存逻辑；村落、宗族与国家仍然是学者们的学术兴奋点，跨学科研究的趋势也甚为明显；乡村产权和财产关系显示了经济社会学、法律社会学的不同分析和解释取向，但不同学科背景的学者也很注意从对方的研究中得到方法论上的启发；围绕乡村政治研究的方法论问题，政治学者和社会学者之间展开了激烈的争论，尽管这种分歧有学科本位观的因素存在，但这种争论本身亦说明了学科界限已经退居其次了，对问题的关注才是第一位的。这种学科之间的相互渗透，其实已经显示了“总体社会科学”的诉求，尽管学科整合过程中还仍然存在着学科本位的必要性和制度空间。下文就这几个方面依次展开评述。",NA,NA,NA,NA,NA,NA
"多学科的中国乡村社会研究[J].","张佩国.","社会杂志,doi:.
","近三年来，“中国乡村社会”,作为一种独特的社会现象和综合性的论题，已经超越了某一具体学科的界限，而日益为被社会学、人类学、历史学、民俗学、经济学和法学等众多学科学者所关注。中国乡村社会研究成为一个跨学科的学术领域，不仅仅在于此，更为重要的是，这些学科的学者们在自己的研究中越来越注意到相关学科有关中国乡村社会的知识生产，并将对其他学科知识的消费贯穿到学科的再生产中。一个很重要的表现就是，不同学科的学者在本学科的研究中越来越多地引用其他学科学者的文本，比如人类学引入历史学的解释维度，法学引入人类学的民族志书写方式，政治学借鉴人类学和社会学的方法等等。在具体的“中国经验”层次上，“革命现代性”和集体主义传统的“发明”，成为多学科学者的研究命题；区域社会史走出狭隘的教科书式的社会史书写，借鉴人类学“文化类型比较”方法，问题意识越来越明确；而对20世纪中国乡村的人类学追访，也已经将民族志书写放在了历史人类学的解释框架中，因为只有在特定的时空坐标中才能解释一个地方人们的生存逻辑；村落、宗族与国家仍然是学者们的学术兴奋点，跨学科研究的趋势也甚为明显；乡村产权和财产关系显示了经济社会学、法律社会学的不同分析和解释取向，但不同学科背景的学者也很注意从对方的研究中得到方法论上的启发；围绕乡村政治研究的方法论问题，政治学者和社会学者之间展开了激烈的争论，尽管这种分歧有学科本位观的因素存在，但这种争论本身亦说明了学科界限已经退居其次了，对问题的关注才是第一位的。这种学科之间的相互渗透，其实已经显示了“总体社会科学”的诉求，尽管学科整合过程中还仍然存在着学科本位的必要性和制度空间。下文就这几个方面依次展开评述。",NA,NA,NA,NA,NA,NA
"多学科的中国乡村社会研究[J].","张佩国.","社会杂志,doi:.
","近三年来，“中国乡村社会”,作为一种独特的社会现象和综合性的论题，已经超越了某一具体学科的界限，而日益为被社会学、人类学、历史学、民俗学、经济学和法学等众多学科学者所关注。中国乡村社会研究成为一个跨学科的学术领域，不仅仅在于此，更为重要的是，这些学科的学者们在自己的研究中越来越注意到相关学科有关中国乡村社会的知识生产，并将对其他学科知识的消费贯穿到学科的再生产中。一个很重要的表现就是，不同学科的学者在本学科的研究中越来越多地引用其他学科学者的文本，比如人类学引入历史学的解释维度，法学引入人类学的民族志书写方式，政治学借鉴人类学和社会学的方法等等。在具体的“中国经验”层次上，“革命现代性”和集体主义传统的“发明”，成为多学科学者的研究命题；区域社会史走出狭隘的教科书式的社会史书写，借鉴人类学“文化类型比较”方法，问题意识越来越明确；而对20世纪中国乡村的人类学追访，也已经将民族志书写放在了历史人类学的解释框架中，因为只有在特定的时空坐标中才能解释一个地方人们的生存逻辑；村落、宗族与国家仍然是学者们的学术兴奋点，跨学科研究的趋势也甚为明显；乡村产权和财产关系显示了经济社会学、法律社会学的不同分析和解释取向，但不同学科背景的学者也很注意从对方的研究中得到方法论上的启发；围绕乡村政治研究的方法论问题，政治学者和社会学者之间展开了激烈的争论，尽管这种分歧有学科本位观的因素存在，但这种争论本身亦说明了学科界限已经退居其次了，对问题的关注才是第一位的。这种学科之间的相互渗透，其实已经显示了“总体社会科学”的诉求，尽管学科整合过程中还仍然存在着学科本位的必要性和制度空间。下文就这几个方面依次展开评述。",NA,NA,NA,NA,NA,NA
"多学科的中国乡村社会研究[J].","张佩国.","社会杂志,doi:.
","近三年来，“中国乡村社会”,作为一种独特的社会现象和综合性的论题，已经超越了某一具体学科的界限，而日益为被社会学、人类学、历史学、民俗学、经济学和法学等众多学科学者所关注。中国乡村社会研究成为一个跨学科的学术领域，不仅仅在于此，更为重要的是，这些学科的学者们在自己的研究中越来越注意到相关学科有关中国乡村社会的知识生产，并将对其他学科知识的消费贯穿到学科的再生产中。一个很重要的表现就是，不同学科的学者在本学科的研究中越来越多地引用其他学科学者的文本，比如人类学引入历史学的解释维度，法学引入人类学的民族志书写方式，政治学借鉴人类学和社会学的方法等等。在具体的“中国经验”层次上，“革命现代性”和集体主义传统的“发明”，成为多学科学者的研究命题；区域社会史走出狭隘的教科书式的社会史书写，借鉴人类学“文化类型比较”方法，问题意识越来越明确；而对20世纪中国乡村的人类学追访，也已经将民族志书写放在了历史人类学的解释框架中，因为只有在特定的时空坐标中才能解释一个地方人们的生存逻辑；村落、宗族与国家仍然是学者们的学术兴奋点，跨学科研究的趋势也甚为明显；乡村产权和财产关系显示了经济社会学、法律社会学的不同分析和解释取向，但不同学科背景的学者也很注意从对方的研究中得到方法论上的启发；围绕乡村政治研究的方法论问题，政治学者和社会学者之间展开了激烈的争论，尽管这种分歧有学科本位观的因素存在，但这种争论本身亦说明了学科界限已经退居其次了，对问题的关注才是第一位的。这种学科之间的相互渗透，其实已经显示了“总体社会科学”的诉求，尽管学科整合过程中还仍然存在着学科本位的必要性和制度空间。下文就这几个方面依次展开评述。",NA,NA,NA,NA,NA,NA
"社区治理：公民社会的微观基础[J].","李友梅.","社会杂志,doi:.
","本文试图通过分析“civil society”和“community”两个概念的具体内涵在中国学术话语中的变化历程，在一定程度上显示中国城市基层社区中公民社会的微观基础，以及这种微观基础与“社区共治”和社区“治理结构”的微妙联系，同时也提醒读者，要深刻揭示这种微妙联系，就必须把研究视角聚焦到具体行动空间的权力关系及协调机制。",NA,NA,NA,NA,NA,NA
"社会的生产[J].","沈原.","社会杂志,doi:.
","在当今全球化的潮流中，国家权力和市场联袂登台，携手推进商品化。这个急剧扩展的进程将经济（和政治)领域极大地膨胀起来，挤压了社会领域。这就迫使“保卫社会”成为当代社会学的核心议题。不过，在中国市场转型期的独特背景下，由于以往的“再分配体制”从根本上压抑了自组织的社会生活，因此，“生产社会”而不是“保卫社会”成为第一位的任务，它既是一个社会实践的任务，也是社会学认知的任务。同样由于历史条件的独特聚集，“生产社会”表现为二重性，即我们不得不在同一个时空条件下，将波拉尼意义上的“能动社会”与葛兰西意义上的“公民社会”共同地生产出来。此种社会生产的特殊性决定了人们在社会行动的层面上必须同时打造“阶级”和打造“公民”。本文旨在说明“社会生产”的二重机制，并借以探讨“公民社会”的微观基础。",NA,NA,NA,NA,NA,NA
"社会的生产[J].","沈原.","社会杂志,doi:.
","在当今全球化的潮流中，国家权力和市场联袂登台，携手推进商品化。这个急剧扩展的进程将经济（和政治)领域极大地膨胀起来，挤压了社会领域。这就迫使“保卫社会”成为当代社会学的核心议题。不过，在中国市场转型期的独特背景下，由于以往的“再分配体制”从根本上压抑了自组织的社会生活，因此，“生产社会”而不是“保卫社会”成为第一位的任务，它既是一个社会实践的任务，也是社会学认知的任务。同样由于历史条件的独特聚集，“生产社会”表现为二重性，即我们不得不在同一个时空条件下，将波拉尼意义上的“能动社会”与葛兰西意义上的“公民社会”共同地生产出来。此种社会生产的特殊性决定了人们在社会行动的层面上必须同时打造“阶级”和打造“公民”。本文旨在说明“社会生产”的二重机制，并借以探讨“公民社会”的微观基础。",NA,NA,NA,NA,NA,NA
"社会学的转向-----一种基于个人的立场
[J].","翟学伟.","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"以理性复兴中国、以学校组织社会——对梁漱溟乡村建设及乡村教育思想的社会学解读
[J].","熊春文.","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"人际关系资本与关系资本借贷[J].","耿敬;李琰珺.","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","章友德;周松青.资源动员与网络中的民间救助
","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"“祝福”习俗及其诠释
[J].","刘春燕;夏娅美.","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","夏传玲.老年人日常照料的角色介入模型
","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","吴帆.我国妇女发展状况评估——基于家庭领域性别平等指标体系
","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","龚文娟.失业者再就业行为及其影响因素分析----基于湖北省武汉、荆州、洪湖三市的调查
","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","饶静;叶敬忠.我国乡镇政权角色和行为的社会学研究综述
","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"学术讲演
江南的聚落、社区与农民共同关系[J].","日滨岛敦俊.","社会杂志,doi:.
","此文为滨岛敦俊教授于2006年9月12日在上海大学所作的学术讲演的书面整理。由上海大学人类学专业2006年级硕士研究生徐晶根据讲演录音整理。",NA,NA,NA,NA,NA,NA
"
反抗与惩罚——20世纪50年代嘉定县乡村的犯罪与财产法秩序[J].","张佩国.","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"流行病瘟疫与集体生存意识——关于海宁地区应对禽流感威胁的文化人类学考察[J].","潘天舒;张乐天.","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"社会分类与群体符号边界——以农民工社会分类问题为例[J].","潘泽泉.","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"集合种群与城市贫民窟研究[J].","时培建.","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"流动人口对城市产业结构升级影响的实证研究——以宁波市为例[J].","周昌林;魏建良.","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"杜赞奇中国民族主义研究的学理背景分析[J].","韦磊.","社会杂志,doi:.
","杜赞奇对近代中国民族主义问题的研究有着深刻的学理背景：首先他的研究体现了对民族主义运动和全球化交相辉映的现实关怀；其次，他的研究受到近代以来，特别是20世纪国际学术界兴起的民族主义理论研究的影响；再次，后现代、后殖民主义思潮的兴起则为杜赞奇的研究提供了直接的思想资源。此外，杜赞奇的研究也是美国中国研究界对中国民族主义问题关注的体现和成果的继承，他的研究也是美国中国学界自20世纪60年代开始的反思浪潮的体现和结晶。",NA,NA,NA,NA,NA,NA
"对美欧学者关于邻里效应研究的述评[J].","罗力群.","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","刘飞.从生产主义到消费主义：炫耀性消费研究述评
","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","刘军.QAP：测量“关系”之间关系的一种方法
","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","李林艳.弱关系的弱势及其转化——“关系”的一种文化阐释路径
","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","张浩.亲和关系抑或虚假命题——重读《新教伦理与资本主义精神》
","社会杂志,doi:.
","Abstract: ",NA,NA,NA,NA,NA,NA
"[J].","苏国勋.马克斯·韦伯：基于中国语境的再研究

","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","郭景萍.西方情感社会学理论的发展脉络
","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","刘义;陶飞亚.从基要主义到恐怖主义全球化时代的宗教政治
","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"
跨越“文野之别”的实践——再论费孝通的江村研究[J].","刘豪兴.","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"

[J].","路英浩.试论费孝通的“乡寰视野”","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"核心组织的架空：强政府下社团运作分析——对H市Y社团的个案研究*[J].","范明林;程金.","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"基于一个援助扶贫项目的个案研究[J].","李路路;宋臻.“有限理性”视角下的组织决策:","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","赵琼;张应祥.跨国公司与中国企业捐赠行为的比较研究

","社会杂志,doi:.
","企业捐赠是企业以资金、实物或参与的方式支持社会公益事业的行为，是企业自觉履行社会责任的重要方面。通过对跨国公司与国内企业捐赠行为的比较，我们发现，二者在捐赠理念、捐赠策略和决策机制方面表现出明显的差异。前者主要以“企业公民”为捐赠理念，后者则以“回报社会”和“慈善”为主要理念。本文分析了造成这些差异的社会原因，除了二者处在不同发展阶段所形成的差距以外，还有中西方在社会发展、传统文化之间的差异，以及对企业与社会关系认知的差异，由此形成企业捐赠的不同模式。",NA,NA,NA,NA,NA,NA
"[J].","汪玲萍;苏红.策略、规则及权力结构——一所中学高三教师名单的公布
","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","唐茂华.劳动力非永续性转移的经济成因及其创新路径

","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","王培刚.生活世界理论框架下的农民生存与反叛——读《农民的道义经济学》有感
","社会杂志,doi:.
","王培刚. 生活世界理论框架下的农民生存与反叛——读《农民的道义经济学》有感
 [J]. 社会杂志, doi:                                         .",NA,NA,NA,NA,NA,NA
"[J].","汪和建.
自我行动与自主经营——理解中国人何以将自主经营当作其参与市场实践的首选方式
","社会杂志,doi:.
","是什么决定着中国人将自主经营当作其参与市场实践的首选方式?本文的假设是,自我行动是影响和决定中国人选择自主经营这一市场实践方式的根本力量. 其中,源于自我主义的自治感是引导中国人偏爱以自主经营的方式参与市场实践的主观力量;而来自关系理性的亲友关系运作则是决定个体能否获取社会资源, 从而决定其能否实现自主经营的客观力量. 这一假设给出了有关中国私营企业成长的两个显著特征,即增长迅速,但其组织规模偏小的解释,同时,也使我们得以对中国人参与市场实践的两类变通性策略行动（即合伙经营和打工）及其后果作出一种延伸性的解释. ",NA,NA,NA,NA,NA,NA
"[J].","刘亚秋.声望危机下的学术群体——当代知识分子身份地位研究
","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","张欢华.国家社会主义市场转型：问题与争议
","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","吕德文.在中国做“海外中国研究”——中国研究的立场与进路
","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","桂勇.邻里政治:城市基层的权力操作策略与国家社会的粘连模式


","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","姚华.政策执行与权力关系重构——以S市2003年市级居委会直选政策的制订过程为个案
","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"来自厦门市城中村的人类学调查和思考[J].","潘峰.违章建筑背后的理性逻辑:","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","赵晔琴.农民工：日常生活中的身份建构与空间型构

","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","王彦斌.社会心理测量中降低主观性偏差的方法探索——一项关于组织认同的测量思路与量表设计及其结果
","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"中国人民大学举行“2007年暑期·北京·集体行为与社会运动课程班”[J].",".","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"现代中国民族关系的类型划分[J].","马戎.","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"苗村观察：村落研究中的调查者与当地人之间的交换——兼论人类学田野调查对少数民族社区的影响[J].","谭华.","社会杂志,doi:.
","田野调查是人类学研究者最主要的活动方式,尽管研究者在从事田野工作时坚持一种“主位”策略对他文化进行观察,但是任何田野调查都是调查者所代表的社会文化与被调查者的社会文化之间的一种接触和互动,进入田野的方式明显带有社会文化的影响,所以研究者的行为势必会影响研究客体,在某种程度上促成了他文化的变迁。本文以鄂西南的一个苗族村庄为个案,通过对进村调查者与村民之间交往活动的分析,来考察人类学田野调查对民族社区的影响问题,从而为反思中国人类学田野调查提供一些经验性启示。",NA,NA,NA,NA,NA,NA
"从结论看方法：社会学研究的现实性维度思考——关于美国社会学者对中国社会分层研究的讨论*[J].","张乐;张翼.","社会杂志,doi:.
","本文以社会分层研究为例,指出面向现实是社会学研究科学性的根本保证,研究结论就是对现实的反映,而这种反映的真实程度又是由研究方法所决定的,方法的选择和实施则是由研究范式所指导的。范式、方法和结论最终统一在研究的现实性维度之上。",NA,NA,NA,NA,NA,NA
"补偿的道德性及其实现[J].","何健;秦启文;周永康;张彦.","社会杂志,doi:.
","本文试图分析补偿这一社会机制。首先，从Joel Feinberg的徒步旅行者故事辨析出法律分析在此处的困难。其次，围绕这一故事牵涉的功利主义二难困境难题，分别回顾了帕菲特、Jeske和Montague对补偿是否具有道德性的论述，这些分析逐渐揭示了补偿所具有的道德内涵。第三，基于补偿的道德性，接着讨论了补偿的实践途径，实质上是从社会理论的角度探讨了补偿实践的可能性应坚持社会系统论的取向——走社会共同体之路。",NA,NA,NA,NA,NA,NA
"[J].","魏伟.都市运动研究：理论传统的界定和中国经验的嵌入
","社会杂志,doi:.
","在西方学术语境中，都市运动（或称都市社会运动）代表了和主流社会运动研究截然不同的学术和理论传统。都市运动成为近年中国社会学研究领域的一个热点，但没有被置于一个系统的理论框架之中。本文从批判性地考察中国学者对“都市运动”这一术语的“借用”开始，然后对西方的都市运动研究的理论脉络进行梳理，突出揭示都市运动研究和主流社会运动在理论观点和研究旨趣方面的差异。文章认为，西方都市运动研究注重学者参与和立足社区的传统，对今天中国的实证研究具有启示意义。",NA,NA,NA,NA,NA,NA
"社会报酬与中国城市社区积极分子——上海市S社区楼组长群体的个案研究[J].","李辉.","社会杂志,doi:.
","本文试图回答这样一个问题：中国城市社区选举中为什么会出现积极分子？这个群体有什么结构性的特征?他们在社区中的行动逻辑是什么？通过参与观察、半结构访谈和文本分析等多种研究方法，本文的基本结论是：以楼组长群体为核心的社区积极分子主要追求的是社会报酬，社会报酬的获得程度决定其参与社区活动的积极性。追求社会报酬的积极分子网络已经成为当代中国城市社区治理的一种重要机制。",NA,NA,NA,NA,NA,NA
"流动：农村家庭消费观念现代化的动力——基于中西部五省的实证研究[J].","刘程;黄春桥.","社会杂志,doi:.
","",NA,NA,NA,NA,NA,NA
"[J].","庄渝霞.不同代别农民工生育意愿及其影响因素——基于厦门市912位农村流动人口的实证研究
","社会杂志,doi:.
","笔者利用在福建省厦门市举行的两次关于流动人口的抽样调查数据1 ，对不同代别2 农民工的生育意愿进行描述，结果表明：在最佳生育年龄方面，旧生代、过渡代和新生代农民工的看法没有太大的差异，在意愿生育数量、意愿生育质量、意愿生育性别和生育动机方面，三个代别的农民工存在显著性差异。对三个代别的意愿生育数量、意愿生育质量和生育动机的影响因素进行回归分析的结果表明：影响旧生代和过渡代农民工生育意愿三个方面的因素较复杂，其中，受教育程度和生育经历的影响较集中。对于新生代农民工而言，只有受教育程度这一变量始终在影响着其意愿生育数量、意愿生育质量和传统型生育动机；从事何种职业影响着其关于情感性生育动机的看法。笔者认为已婚农民工的生育经历对生育意愿所起的作用将为新生代的生育行为提供前车之鉴，通过进一步加强教育和提升职业层次，将为新生代农民工具备良好的生育意愿和生育行为创造条件。",NA,NA,NA,NA,NA,NA
"老年社会福利的香港模式解析[J].","刘祖云;田北海.","社会杂志,doi:.
","香港的老年社会福利由老年社会救助、养老保险和老年福利服务三大子系统构成，并具有福利主体的多元化、福利对象的补救性与普救性兼顾、高福利支出与低福利系数并存、高福利服务质素及福利资源有效整合等特征，同时也存在着福利经费来源可能单一化和非政府福利服务机构可能“行政化”等问题。香港老年社会福利模式对于内地具有重要的借鉴意义。",NA,NA,NA,NA,NA,NA
"[J].","钱力成;孟庆延.“中国社会与中国研究”国际学术研讨会综述
","社会杂志,doi:.
","2007年5月26日至27日，由中国社会科学院国际合作局、南京大学社会学系、社会科学文献出版社、中央编译局当代中国研究中心、日本爱知大学国际中国学研究中心、世界大学联盟等机构联合主办，由南京大学社会学系、《中国研究》杂志社承办的“中国社会与中国研究”国际学术研讨会在南京大学隆重举行。美国加州大学洛杉矶分校、密歇根大学、英国伦敦经济学院、日本爱知大学、名古屋大学、澳大利亚国立大学、韩国首尔大学、印度德里大学，以及中国北京大学、清华大学、台湾大学、台湾中央研究院、香港大学等海内外近四十所高校和研究所的近百位学者参加了会议。",NA,NA,NA,NA,NA,NA
"[J].","卢俊秀.“和谐社会视野下的城市农民工问题”学术研讨会综述
","社会杂志,doi:.
","      近年来，农民工的境遇越来越受到人们的关注，尤其是《国务院关于解决农民工问题的若干意见》出台以来，各地在保障农民工权益、改善农民工待遇方面采取了许多新的有力措施，但是农民工的生存状态仍难令人满意。因此无论是从社会政策角度，还是从理论研究来说，有必要对农民工问题进行一次深入的审视和探讨，这也是构建和谐社会的现实要求。      2007年5月12日至13日由中山大学社会学系和广州市社会科学界联合会、广东省总工会联合举办了题为“和谐社会视野下的城市农民工问题研讨会”，有来自中国社会科学院社会学研究所、北京大学、清华大学、中国人民大学、南开大学、武汉大学、上海大学、香港科技大学社会科学部、香港中文大学等著名大学的社会学专家，以及中山大学政务学院的专家40多人参加了这次学术会议。",NA,NA,NA,NA,NA,NA
"[J].","任敏.如何做中国组织社会学研究——2007年“组织社会学工作坊”综述
","社会杂志,doi:.
","2007年7月7日、8日，由北京大学社会学系与北京大学“中国社会与发展研究中心”主办的第四届“组织社会学工作坊”在北京大学召开。1 这次工作坊秉承历届工作坊的宗旨，意在促进组织社会学研究实证化、规范化，提高青年学者的研究水平，促进学科内部交流与对话，建设学术共同体，从而推进国内组织社会学的实证研究。来自中国社会科学院、北京大学、中国人民大学、中山大学、上海大学以及美国斯坦福大学等国内外十多所知名科研院所和大学的四十多名资深教授、专家和青年学者参加了本届工作坊。　　本届工作坊分两部分：一部分是各位从事组织社会学教研的教授、专家的小组讨论会，讨论国内外组织社会学研究现状以及组织社会学研究中的中国问题；另一部分是以国内的青年学者为主体的实证研究交流会。本届会议共有9篇论文入选评议。",NA,NA,NA,NA,NA,NA
